scheme,seed,project_drug_id,assignment
drug,1,DB09231,train
drug,1,DB09232,train
drug,1,DB09238,train
drug,1,DB09241,train
drug,1,DB09242,train
drug,1,DB09244,train
drug,1,DB09245,train
drug,1,DB09257,train
drug,1,DB09267,train
drug,1,DB09268,train
drug,1,DB09272,train
drug,1,DB09273,train
drug,1,DB09274,train
drug,1,DB09275,train
drug,1,DB09276,train
drug,1,DB09278,train
drug,1,DB09280,train
drug,1,DB09282,train
drug,1,DB09283,train
drug,1,DB09285,train
drug,1,DB09286,train
drug,1,DB09288,train
drug,1,DB09289,train
drug,1,DB09293,train
drug,1,DB09295,train
drug,1,DB09297,train
drug,1,DB09300,train
drug,1,DB09320,train
drug,1,DB09321,train
drug,1,DB09322,train
drug,1,DB09323,train
drug,1,DB09324,train
drug,1,DB09330,train
drug,1,DB09343,train
drug,1,DB09345,train
drug,1,DB09352,train
drug,1,DB09414,train
drug,1,DB09449,train
drug,1,DB09477,train
drug,1,DB09488,train
drug,1,DB09516,train
drug,1,DB09536,train
drug,1,DB09555,train
drug,1,DB09561,train
drug,1,DB09570,train
drug,1,DB11079,train
drug,1,DB11093,train
drug,1,DB11106,train
drug,1,DB11121,train
drug,1,DB11135,train
drug,1,DB11136,train
drug,1,DB11148,train
drug,1,DB11156,train
drug,1,DB11235,train
drug,1,DB11239,train
drug,1,DB11254,train
drug,1,DB11256,train
drug,1,DB11268,train
drug,1,DB11315,train
drug,1,DB11342,train
drug,1,DB11348,train
drug,1,DB11362,train
drug,1,DB11363,train
drug,1,DB11560,train
drug,1,DB11581,train
drug,1,DB11586,train
drug,1,DB11596,train
drug,1,DB11609,train
drug,1,DB11610,train
drug,1,DB11614,train
drug,1,DB11619,train
drug,1,DB11633,train
drug,1,DB11641,train
drug,1,DB11660,train
drug,1,DB11691,train
drug,1,DB11730,train
drug,1,DB11817,train
drug,1,DB11921,train
drug,1,DB11943,train
drug,1,DB11989,train
drug,1,DB12001,train
drug,1,DB12026,train
drug,1,DB12278,train
drug,1,DB12332,train
drug,1,DB12364,train
drug,1,DB12483,train
drug,1,DB12532,train
drug,1,DB12598,train
drug,1,DB12924,train
drug,1,DB13139,train
drug,1,DB13142,train
drug,1,DB13146,train
drug,1,DB13153,train
drug,1,DB13158,train
drug,1,DB13179,train
drug,1,DB13231,train
drug,1,DB13450,train
drug,1,DB13595,train
drug,1,DB13747,train
drug,1,DB13783,train
drug,1,DB13872,train
drug,1,DB13873,train
drug,1,DB13874,train
drug,1,DB13878,train
drug,1,DB00104,val
drug,1,DB00140,val
drug,1,DB00150,val
drug,1,DB00152,val
drug,1,DB00153,val
drug,1,DB00166,val
drug,1,DB00178,val
drug,1,DB00196,val
drug,1,DB00212,val
drug,1,DB00226,val
drug,1,DB00232,val
drug,1,DB00240,val
drug,1,DB00242,val
drug,1,DB00252,val
drug,1,DB00267,val
drug,1,DB00270,val
drug,1,DB00285,val
drug,1,DB00287,val
drug,1,DB00292,val
drug,1,DB00301,val
drug,1,DB00322,val
drug,1,DB00327,val
drug,1,DB00333,val
drug,1,DB00337,val
drug,1,DB00338,val
drug,1,DB00351,val
drug,1,DB00357,val
drug,1,DB00370,val
drug,1,DB00374,val
drug,1,DB00392,val
drug,1,DB00435,val
drug,1,DB00443,val
drug,1,DB00457,val
drug,1,DB00476,val
drug,1,DB00482,val
drug,1,DB00485,val
drug,1,DB00488,val
drug,1,DB00490,val
drug,1,DB00492,val
drug,1,DB00502,val
drug,1,DB00520,val
drug,1,DB00521,val
drug,1,DB00527,val
drug,1,DB00530,val
drug,1,DB00544,val
drug,1,DB00545,val
drug,1,DB00549,val
drug,1,DB00550,val
drug,1,DB00551,val
drug,1,DB00556,val
drug,1,DB00568,val
drug,1,DB00598,val
drug,1,DB00601,val
drug,1,DB00603,val
drug,1,DB00609,val
drug,1,DB00618,val
drug,1,DB00620,val
drug,1,DB00621,val
drug,1,DB00625,val
drug,1,DB00637,val
drug,1,DB00657,val
drug,1,DB00658,val
drug,1,DB00665,val
drug,1,DB00677,val
drug,1,DB00701,val
drug,1,DB00708,val
drug,1,DB00713,val
drug,1,DB00731,val
drug,1,DB00734,val
drug,1,DB00735,val
drug,1,DB00736,val
drug,1,DB00737,val
drug,1,DB00746,val
drug,1,DB00747,val
drug,1,DB00748,val
drug,1,DB00750,val
drug,1,DB00752,val
drug,1,DB00761,val
drug,1,DB00762,val
drug,1,DB00766,val
drug,1,DB00769,val
drug,1,DB00773,val
drug,1,DB00782,val
drug,1,DB00794,val
drug,1,DB00804,val
drug,1,DB00805,val
drug,1,DB00808,val
drug,1,DB00837,val
drug,1,DB00845,val
drug,1,DB00849,val
drug,1,DB00853,val
drug,1,DB00891,val
drug,1,DB00892,val
drug,1,DB00903,val
drug,1,DB00909,val
drug,1,DB00914,val
drug,1,DB00918,val
drug,1,DB00933,val
drug,1,DB00934,val
drug,1,DB00939,val
drug,1,DB00940,val
drug,1,DB00955,val
drug,1,DB00964,val
drug,1,DB00968,val
drug,1,DB00969,val
drug,1,DB00973,val
drug,1,DB00976,val
drug,1,DB00978,val
drug,1,DB00985,val
drug,1,DB01004,val
drug,1,DB01005,val
drug,1,DB01014,val
drug,1,DB01024,val
drug,1,DB01028,val
drug,1,DB01029,val
drug,1,DB01034,val
drug,1,DB01035,val
drug,1,DB01041,val
drug,1,DB01042,val
drug,1,DB01047,val
drug,1,DB01050,val
drug,1,DB01072,val
drug,1,DB01076,val
drug,1,DB01085,val
drug,1,DB01091,val
drug,1,DB01105,val
drug,1,DB01106,val
drug,1,DB01110,val
drug,1,DB01121,val
drug,1,DB01135,val
drug,1,DB01150,val
drug,1,DB01153,val
drug,1,DB01166,val
drug,1,DB01227,val
drug,1,DB01233,val
drug,1,DB01236,val
drug,1,DB01238,val
drug,1,DB01255,val
drug,1,DB01289,val
drug,1,DB01299,val
drug,1,DB01320,val
drug,1,DB01325,val
drug,1,DB01330,val
drug,1,DB01332,val
drug,1,DB01340,val
drug,1,DB01349,val
drug,1,DB01362,val
drug,1,DB01365,val
drug,1,DB01390,val
drug,1,DB01394,val
drug,1,DB01414,val
drug,1,DB01418,val
drug,1,DB01423,val
drug,1,DB01426,val
drug,1,DB01440,val
drug,1,DB01559,val
drug,1,DB01577,val
drug,1,DB01578,val
drug,1,DB01580,val
drug,1,DB01581,val
drug,1,DB01587,val
drug,1,DB01589,val
drug,1,DB01597,val
drug,1,DB01610,val
drug,1,DB01611,val
drug,1,DB01614,val
drug,1,DB01619,val
drug,1,DB01708,val
drug,1,DB02187,val
drug,1,DB02300,val
drug,1,DB02701,val
drug,1,DB04841,val
drug,1,DB04948,val
drug,1,DB04953,val
drug,1,DB05219,val
drug,1,DB05239,val
drug,1,DB05271,val
drug,1,DB05521,val
drug,1,DB06016,val
drug,1,DB06145,val
drug,1,DB06153,val
drug,1,DB06202,val
drug,1,DB06204,val
drug,1,DB06228,val
drug,1,DB06262,val
drug,1,DB06267,val
drug,1,DB06274,val
drug,1,DB06335,val
drug,1,DB06589,val
drug,1,DB06603,val
drug,1,DB06616,val
drug,1,DB06689,val
drug,1,DB06696,val
drug,1,DB06699,val
drug,1,DB06700,val
drug,1,DB06706,val
drug,1,DB06709,val
drug,1,DB06715,val
drug,1,DB06739,val
drug,1,DB06772,val
drug,1,DB06777,val
drug,1,DB06816,val
drug,1,DB06819,val
drug,1,DB06825,val
drug,1,DB08801,val
drug,1,DB08802,val
drug,1,DB08806,val
drug,1,DB08815,val
drug,1,DB08819,val
drug,1,DB08883,val
drug,1,DB08901,val
drug,1,DB08903,val
drug,1,DB08970,val
drug,1,DB08991,val
drug,1,DB09021,val
drug,1,DB09026,val
drug,1,DB09047,val
drug,1,DB09049,val
drug,1,DB09065,val
drug,1,DB09070,val
drug,1,DB09091,val
drug,1,DB09094,val
drug,1,DB09101,val
drug,1,DB09128,val
drug,1,DB09130,val
drug,1,DB09137,val
drug,1,DB09143,val
drug,1,DB09146,val
drug,1,DB09147,val
drug,1,DB09161,val
drug,1,DB09198,val
drug,1,DB09223,val
drug,1,DB09235,val
drug,1,DB09256,val
drug,1,DB09262,val
drug,1,DB09265,val
drug,1,DB09270,val
drug,1,DB09279,val
drug,1,DB09290,val
drug,1,DB09291,val
drug,1,DB09292,val
drug,1,DB09296,val
drug,1,DB09338,val
drug,1,DB09342,val
drug,1,DB09462,val
drug,1,DB11126,val
drug,1,DB11574,val
drug,1,DB11613,val
drug,1,DB11636,val
drug,1,DB11699,val
drug,1,DB11994,val
drug,1,DB12070,val
drug,1,DB12161,val
drug,1,DB13323,val
drug,1,DB13925,val
drug,1,DB00006,test
drug,1,DB00035,test
drug,1,DB00091,test
drug,1,DB00130,test
drug,1,DB00169,test
drug,1,DB00180,test
drug,1,DB00189,test
drug,1,DB00201,test
drug,1,DB00208,test
drug,1,DB00210,test
drug,1,DB00214,test
drug,1,DB00231,test
drug,1,DB00235,test
drug,1,DB00238,test
drug,1,DB00247,test
drug,1,DB00256,test
drug,1,DB00260,test
drug,1,DB00275,test
drug,1,DB00279,test
drug,1,DB00281,test
drug,1,DB00284,test
drug,1,DB00288,test
drug,1,DB00291,test
drug,1,DB00308,test
drug,1,DB00313,test
drug,1,DB00332,test
drug,1,DB00340,test
drug,1,DB00347,test
drug,1,DB00355,test
drug,1,DB00358,test
drug,1,DB00364,test
drug,1,DB00368,test
drug,1,DB00373,test
drug,1,DB00378,test
drug,1,DB00384,test
drug,1,DB00405,test
drug,1,DB00411,test
drug,1,DB00413,test
drug,1,DB00417,test
drug,1,DB00425,test
drug,1,DB00428,test
drug,1,DB00434,test
drug,1,DB00436,test
drug,1,DB00440,test
drug,1,DB00442,test
drug,1,DB00444,test
drug,1,DB00469,test
drug,1,DB00486,test
drug,1,DB00489,test
drug,1,DB00498,test
drug,1,DB00499,test
drug,1,DB00512,test
drug,1,DB00528,test
drug,1,DB00540,test
drug,1,DB00546,test
drug,1,DB00562,test
drug,1,DB00565,test
drug,1,DB00567,test
drug,1,DB00569,test
drug,1,DB00582,test
drug,1,DB00591,test
drug,1,DB00593,test
drug,1,DB00613,test
drug,1,DB00614,test
drug,1,DB00633,test
drug,1,DB00643,test
drug,1,DB00650,test
drug,1,DB00652,test
drug,1,DB00656,test
drug,1,DB00660,test
drug,1,DB00674,test
drug,1,DB00687,test
drug,1,DB00703,test
drug,1,DB00704,test
drug,1,DB00709,test
drug,1,DB00710,test
drug,1,DB00715,test
drug,1,DB00718,test
drug,1,DB00722,test
drug,1,DB00724,test
drug,1,DB00751,test
drug,1,DB00770,test
drug,1,DB00809,test
drug,1,DB00819,test
drug,1,DB00822,test
drug,1,DB00826,test
drug,1,DB00843,test
drug,1,DB00859,test
drug,1,DB00864,test
drug,1,DB00883,test
drug,1,DB00885,test
drug,1,DB00888,test
drug,1,DB00890,test
drug,1,DB00894,test
drug,1,DB00898,test
drug,1,DB00900,test
drug,1,DB00920,test
drug,1,DB00924,test
drug,1,DB00929,test
drug,1,DB00935,test
drug,1,DB00937,test
drug,1,DB00949,test
drug,1,DB00950,test
drug,1,DB00958,test
drug,1,DB00970,test
drug,1,DB00986,test
drug,1,DB00987,test
drug,1,DB00996,test
drug,1,DB01000,test
drug,1,DB01001,test
drug,1,DB01020,test
drug,1,DB01022,test
drug,1,DB01032,test
drug,1,DB01051,test
drug,1,DB01057,test
drug,1,DB01066,test
drug,1,DB01071,test
drug,1,DB01078,test
drug,1,DB01081,test
drug,1,DB01082,test
drug,1,DB01088,test
drug,1,DB01089,test
drug,1,DB01094,test
drug,1,DB01095,test
drug,1,DB01097,test
drug,1,DB01098,test
drug,1,DB01115,test
drug,1,DB01118,test
drug,1,DB01136,test
drug,1,DB01141,test
drug,1,DB01154,test
drug,1,DB01161,test
drug,1,DB01169,test
drug,1,DB01171,test
drug,1,DB01172,test
drug,1,DB01181,test
drug,1,DB01186,test
drug,1,DB01202,test
drug,1,DB01205,test
drug,1,DB01210,test
drug,1,DB01213,test
drug,1,DB01224,test
drug,1,DB01240,test
drug,1,DB01241,test
drug,1,DB01252,test
drug,1,DB01256,test
drug,1,DB01260,test
drug,1,DB01264,test
drug,1,DB01275,test
drug,1,DB01321,test
drug,1,DB01324,test
drug,1,DB01329,test
drug,1,DB01331,test
drug,1,DB01336,test
drug,1,DB01338,test
drug,1,DB01359,test
drug,1,DB01366,test
drug,1,DB01399,test
drug,1,DB01413,test
drug,1,DB01416,test
drug,1,DB01421,test
drug,1,DB01422,test
drug,1,DB01463,test
drug,1,DB01563,test
drug,1,DB01579,test
drug,1,DB01583,test
drug,1,DB01586,test
drug,1,DB01598,test
drug,1,DB01603,test
drug,1,DB01605,test
drug,1,DB01613,test
drug,1,DB01620,test
drug,1,DB01627,test
drug,1,DB01764,test
drug,1,DB02513,test
drug,1,DB03585,test
drug,1,DB03615,test
drug,1,DB03796,test
drug,1,DB04743,test
drug,1,DB04842,test
drug,1,DB04854,test
drug,1,DB04876,test
drug,1,DB04878,test
drug,1,DB04896,test
drug,1,DB04938,test
drug,1,DB06144,test
drug,1,DB06150,test
drug,1,DB06211,test
drug,1,DB06213,test
drug,1,DB06263,test
drug,1,DB06264,test
drug,1,DB06402,test
drug,1,DB06414,test
drug,1,DB06663,test
drug,1,DB06691,test
drug,1,DB06712,test
drug,1,DB06730,test
drug,1,DB06738,test
drug,1,DB06782,test
drug,1,DB06786,test
drug,1,DB06792,test
drug,1,DB06820,test
drug,1,DB06824,test
drug,1,DB08814,test
drug,1,DB08864,test
drug,1,DB08867,test
drug,1,DB08868,test
drug,1,DB08873,test
drug,1,DB08875,test
drug,1,DB08889,test
drug,1,DB08895,test
drug,1,DB08909,test
drug,1,DB08913,test
drug,1,DB08918,test
drug,1,DB08964,test
drug,1,DB08971,test
drug,1,DB08994,test
drug,1,DB09009,test
drug,1,DB09017,test
drug,1,DB09027,test
drug,1,DB09030,test
drug,1,DB09039,test
drug,1,DB09053,test
drug,1,DB09072,test
drug,1,DB09075,test
drug,1,DB09076,test
drug,1,DB09078,test
drug,1,DB09079,test
drug,1,DB09095,test
drug,1,DB09096,test
drug,1,DB09102,test
drug,1,DB09117,test
drug,1,DB09124,test
drug,1,DB09135,test
drug,1,DB09185,test
drug,1,DB09224,test
drug,1,DB09236,test
drug,1,DB09269,test
drug,1,DB09277,test
drug,1,DB09281,test
drug,1,DB09389,test
drug,1,DB09396,test
drug,1,DB09499,test
drug,1,DB09543,test
drug,1,DB11231,test
drug,1,DB11575,test
drug,1,DB11737,test
drug,1,DB11793,test
drug,1,DB11828,test
drug,1,DB11915,test
drug,1,DB12267,test
drug,1,DB13025,test
drug,1,DB13145,test
drug,1,DB13167,test
drug,1,DB13879,test
drug,2,DB00014,train
drug,2,DB00035,train
drug,2,DB00091,train
drug,2,DB00104,train
drug,2,DB00115,train
drug,2,DB00122,train
drug,2,DB00130,train
drug,2,DB00134,train
drug,2,DB00140,train
drug,2,DB00142,train
drug,2,DB00150,train
drug,2,DB00152,train
drug,2,DB00153,train
drug,2,DB00158,train
drug,2,DB00162,train
drug,2,DB00163,train
drug,2,DB00166,train
drug,2,DB00169,train
drug,2,DB00175,train
drug,2,DB00179,train
drug,2,DB00180,train
drug,2,DB00181,train
drug,2,DB00185,train
drug,2,DB00186,train
drug,2,DB00188,train
drug,2,DB00189,train
drug,2,DB00190,train
drug,2,DB00193,train
drug,2,DB00196,train
drug,2,DB00198,train
drug,2,DB00199,train
drug,2,DB00201,train
drug,2,DB00202,train
drug,2,DB00203,train
drug,2,DB00205,train
drug,2,DB00206,train
drug,2,DB00207,train
drug,2,DB00208,train
drug,2,DB00209,train
drug,2,DB00210,train
drug,2,DB00212,train
drug,2,DB00213,train
drug,2,DB00215,train
drug,2,DB00218,train
drug,2,DB00220,train
drug,2,DB00221,train
drug,2,DB00222,train
drug,2,DB00223,train
drug,2,DB00224,train
drug,2,DB00227,train
drug,2,DB00228,train
drug,2,DB00229,train
drug,2,DB00230,train
drug,2,DB00231,train
drug,2,DB00233,train
drug,2,DB00234,train
drug,2,DB00235,train
drug,2,DB00236,train
drug,2,DB00237,train
drug,2,DB00238,train
drug,2,DB00239,train
drug,2,DB00240,train
drug,2,DB00242,train
drug,2,DB00243,train
drug,2,DB00245,train
drug,2,DB00246,train
drug,2,DB00247,train
drug,2,DB00248,train
drug,2,DB00250,train
drug,2,DB00251,train
drug,2,DB00252,train
drug,2,DB00253,train
drug,2,DB00254,train
drug,2,DB00256,train
drug,2,DB00258,train
drug,2,DB00259,train
drug,2,DB00260,train
drug,2,DB00261,train
drug,2,DB00262,train
drug,2,DB00266,train
drug,2,DB00267,train
drug,2,DB00270,train
drug,2,DB00271,train
drug,2,DB00275,train
drug,2,DB00276,train
drug,2,DB00277,train
drug,2,DB00278,train
drug,2,DB00279,train
drug,2,DB00280,train
drug,2,DB00281,train
drug,2,DB00284,train
drug,2,DB00285,train
drug,2,DB00288,train
drug,2,DB00289,train
drug,2,DB00291,train
drug,2,DB00292,train
drug,2,DB00294,train
drug,2,DB00296,train
drug,2,DB00297,train
drug,2,DB00300,train
drug,2,DB00301,train
drug,2,DB00302,train
drug,2,DB00303,train
drug,2,DB00305,train
drug,2,DB00307,train
drug,2,DB00308,train
drug,2,DB00309,train
drug,2,DB00313,train
drug,2,DB00314,train
drug,2,DB00316,train
drug,2,DB00317,train
drug,2,DB00318,train
drug,2,DB00320,train
drug,2,DB00321,train
drug,2,DB00322,train
drug,2,DB00323,train
drug,2,DB00324,train
drug,2,DB00326,train
drug,2,DB00328,train
drug,2,DB00334,train
drug,2,DB00335,train
drug,2,DB00338,train
drug,2,DB00339,train
drug,2,DB00341,train
drug,2,DB00344,train
drug,2,DB00345,train
drug,2,DB00346,train
drug,2,DB00349,train
drug,2,DB00350,train
drug,2,DB00351,train
drug,2,DB00352,train
drug,2,DB00353,train
drug,2,DB00354,train
drug,2,DB00355,train
drug,2,DB00356,train
drug,2,DB00357,train
drug,2,DB00358,train
drug,2,DB00359,train
drug,2,DB00360,train
drug,2,DB00361,train
drug,2,DB00362,train
drug,2,DB00363,train
drug,2,DB00364,train
drug,2,DB00366,train
drug,2,DB00367,train
drug,2,DB00368,train
drug,2,DB00369,train
drug,2,DB00370,train
drug,2,DB00371,train
drug,2,DB00373,train
drug,2,DB00377,train
drug,2,DB00378,train
drug,2,DB00379,train
drug,2,DB00380,train
drug,2,DB00381,train
drug,2,DB00384,train
drug,2,DB00385,train
drug,2,DB00387,train
drug,2,DB00388,train
drug,2,DB00389,train
drug,2,DB00391,train
drug,2,DB00392,train
drug,2,DB00394,train
drug,2,DB00395,train
drug,2,DB00396,train
drug,2,DB00399,train
drug,2,DB00400,train
drug,2,DB00401,train
drug,2,DB00402,train
drug,2,DB00405,train
drug,2,DB00408,train
drug,2,DB00411,train
drug,2,DB00413,train
drug,2,DB00415,train
drug,2,DB00417,train
drug,2,DB00418,train
drug,2,DB00419,train
drug,2,DB00420,train
drug,2,DB00421,train
drug,2,DB00422,train
drug,2,DB00423,train
drug,2,DB00425,train
drug,2,DB00426,train
drug,2,DB00427,train
drug,2,DB00428,train
drug,2,DB00430,train
drug,2,DB00432,train
drug,2,DB00434,train
drug,2,DB00435,train
drug,2,DB00437,train
drug,2,DB00438,train
drug,2,DB00440,train
drug,2,DB00442,train
drug,2,DB00444,train
drug,2,DB00445,train
drug,2,DB00448,train
drug,2,DB00449,train
drug,2,DB00450,train
drug,2,DB00451,train
drug,2,DB00452,train
drug,2,DB00453,train
drug,2,DB00454,train
drug,2,DB00456,train
drug,2,DB00457,train
drug,2,DB00458,train
drug,2,DB00460,train
drug,2,DB00461,train
drug,2,DB00465,train
drug,2,DB00467,train
drug,2,DB00470,train
drug,2,DB00471,train
drug,2,DB00472,train
drug,2,DB00474,train
drug,2,DB00475,train
drug,2,DB00479,train
drug,2,DB00482,train
drug,2,DB00483,train
drug,2,DB00484,train
drug,2,DB00485,train
drug,2,DB00486,train
drug,2,DB00491,train
drug,2,DB00492,train
drug,2,DB00493,train
drug,2,DB00495,train
drug,2,DB00496,train
drug,2,DB00499,train
drug,2,DB00500,train
drug,2,DB00501,train
drug,2,DB00502,train
drug,2,DB00503,train
drug,2,DB00504,train
drug,2,DB00511,train
drug,2,DB00512,train
drug,2,DB00513,train
drug,2,DB00514,train
drug,2,DB00515,train
drug,2,DB00519,train
drug,2,DB00520,train
drug,2,DB00523,train
drug,2,DB00526,train
drug,2,DB00527,train
drug,2,DB00537,train
drug,2,DB00539,train
drug,2,DB00541,train
drug,2,DB00543,train
drug,2,DB00544,train
drug,2,DB00545,train
drug,2,DB00546,train
drug,2,DB00547,train
drug,2,DB00548,train
drug,2,DB00549,train
drug,2,DB00550,train
drug,2,DB00552,train
drug,2,DB00553,train
drug,2,DB00554,train
drug,2,DB00555,train
drug,2,DB00556,train
drug,2,DB00557,train
drug,2,DB00559,train
drug,2,DB00561,train
drug,2,DB00562,train
drug,2,DB00563,train
drug,2,DB00564,train
drug,2,DB00565,train
drug,2,DB00567,train
drug,2,DB00568,train
drug,2,DB00570,train
drug,2,DB00571,train
drug,2,DB00572,train
drug,2,DB00575,train
drug,2,DB00576,train
drug,2,DB00578,train
drug,2,DB00581,train
drug,2,DB00582,train
drug,2,DB00583,train
drug,2,DB00584,train
drug,2,DB00585,train
drug,2,DB00586,train
drug,2,DB00588,train
drug,2,DB00589,train
drug,2,DB00590,train
drug,2,DB00592,train
drug,2,DB00593,train
drug,2,DB00594,train
drug,2,DB00595,train
drug,2,DB00596,train
drug,2,DB00599,train
drug,2,DB00601,train
drug,2,DB00602,train
drug,2,DB00603,train
drug,2,DB00604,train
drug,2,DB00605,train
drug,2,DB00607,train
drug,2,DB00609,train
drug,2,DB00611,train
drug,2,DB00612,train
drug,2,DB00613,train
drug,2,DB00615,train
drug,2,DB00618,train
drug,2,DB00619,train
drug,2,DB00622,train
drug,2,DB00624,train
drug,2,DB00625,train
drug,2,DB00626,train
drug,2,DB00628,train
drug,2,DB00630,train
drug,2,DB00631,train
drug,2,DB00634,train
drug,2,DB00635,train
drug,2,DB00637,train
drug,2,DB00640,train
drug,2,DB00642,train
drug,2,DB00643,train
drug,2,DB00645,train
drug,2,DB00646,train
drug,2,DB00647,train
drug,2,DB00649,train
drug,2,DB00650,train
drug,2,DB00653,train
drug,2,DB00655,train
drug,2,DB00656,train
drug,2,DB00661,train
drug,2,DB00662,train
drug,2,DB00663,train
drug,2,DB00664,train
drug,2,DB00665,train
drug,2,DB00666,train
drug,2,DB00668,train
drug,2,DB00669,train
drug,2,DB00670,train
drug,2,DB00671,train
drug,2,DB00673,train
drug,2,DB00674,train
drug,2,DB00675,train
drug,2,DB00677,train
drug,2,DB00678,train
drug,2,DB00679,train
drug,2,DB00680,train
drug,2,DB00681,train
drug,2,DB00683,train
drug,2,DB00684,train
drug,2,DB00685,train
drug,2,DB00687,train
drug,2,DB00688,train
drug,2,DB00690,train
drug,2,DB00691,train
drug,2,DB00692,train
drug,2,DB00694,train
drug,2,DB00696,train
drug,2,DB00697,train
drug,2,DB00698,train
drug,2,DB00699,train
drug,2,DB00700,train
drug,2,DB00701,train
drug,2,DB00703,train
drug,2,DB00704,train
drug,2,DB00705,train
drug,2,DB00706,train
drug,2,DB00708,train
drug,2,DB00709,train
drug,2,DB00710,train
drug,2,DB00711,train
drug,2,DB00712,train
drug,2,DB00713,train
drug,2,DB00714,train
drug,2,DB00715,train
drug,2,DB00719,train
drug,2,DB00720,train
drug,2,DB00722,train
drug,2,DB00723,train
drug,2,DB00728,train
drug,2,DB00730,train
drug,2,DB00731,train
drug,2,DB00732,train
drug,2,DB00735,train
drug,2,DB00737,train
drug,2,DB00738,train
drug,2,DB00740,train
drug,2,DB00743,train
drug,2,DB00745,train
drug,2,DB00747,train
drug,2,DB00748,train
drug,2,DB00749,train
drug,2,DB00751,train
drug,2,DB00752,train
drug,2,DB00754,train
drug,2,DB00755,train
drug,2,DB00757,train
drug,2,DB00758,train
drug,2,DB00759,train
drug,2,DB00761,train
drug,2,DB00762,train
drug,2,DB00763,train
drug,2,DB00764,train
drug,2,DB00765,train
drug,2,DB00766,train
drug,2,DB00768,train
drug,2,DB00769,train
drug,2,DB00771,train
drug,2,DB00773,train
drug,2,DB00774,train
drug,2,DB00775,train
drug,2,DB00776,train
drug,2,DB00778,train
drug,2,DB00780,train
drug,2,DB00781,train
drug,2,DB00782,train
drug,2,DB00783,train
drug,2,DB00784,train
drug,2,DB00787,train
drug,2,DB00788,train
drug,2,DB00790,train
drug,2,DB00791,train
drug,2,DB00792,train
drug,2,DB00793,train
drug,2,DB00794,train
drug,2,DB00795,train
drug,2,DB00796,train
drug,2,DB00797,train
drug,2,DB00799,train
drug,2,DB00800,train
drug,2,DB00801,train
drug,2,DB00804,train
drug,2,DB00805,train
drug,2,DB00807,train
drug,2,DB00808,train
drug,2,DB00809,train
drug,2,DB00810,train
drug,2,DB00811,train
drug,2,DB00812,train
drug,2,DB00813,train
drug,2,DB00814,train
drug,2,DB00817,train
drug,2,DB00818,train
drug,2,DB00819,train
drug,2,DB00821,train
drug,2,DB00822,train
drug,2,DB00823,train
drug,2,DB00826,train
drug,2,DB00827,train
drug,2,DB00829,train
drug,2,DB00831,train
drug,2,DB00833,train
drug,2,DB00834,train
drug,2,DB00836,train
drug,2,DB00838,train
drug,2,DB00839,train
drug,2,DB00841,train
drug,2,DB00842,train
drug,2,DB00845,train
drug,2,DB00849,train
drug,2,DB00850,train
drug,2,DB00851,train
drug,2,DB00852,train
drug,2,DB00854,train
drug,2,DB00855,train
drug,2,DB00856,train
drug,2,DB00857,train
drug,2,DB00859,train
drug,2,DB00860,train
drug,2,DB00862,train
drug,2,DB00864,train
drug,2,DB00865,train
drug,2,DB00867,train
drug,2,DB00869,train
drug,2,DB00870,train
drug,2,DB00871,train
drug,2,DB00875,train
drug,2,DB00877,train
drug,2,DB00879,train
drug,2,DB00880,train
drug,2,DB00881,train
drug,2,DB00883,train
drug,2,DB00884,train
drug,2,DB00885,train
drug,2,DB00888,train
drug,2,DB00891,train
drug,2,DB00897,train
drug,2,DB00898,train
drug,2,DB00899,train
drug,2,DB00900,train
drug,2,DB00903,train
drug,2,DB00904,train
drug,2,DB00909,train
drug,2,DB00910,train
drug,2,DB00911,train
drug,2,DB00918,train
drug,2,DB00921,train
drug,2,DB00922,train
drug,2,DB00923,train
drug,2,DB00924,train
drug,2,DB00925,train
drug,2,DB00928,train
drug,2,DB00929,train
drug,2,DB00933,train
drug,2,DB00934,train
drug,2,DB00935,train
drug,2,DB00936,train
drug,2,DB00937,train
drug,2,DB00939,train
drug,2,DB00946,train
drug,2,DB00947,train
drug,2,DB00949,train
drug,2,DB00950,train
drug,2,DB00951,train
drug,2,DB00952,train
drug,2,DB00953,train
drug,2,DB00954,train
drug,2,DB00955,train
drug,2,DB00956,train
drug,2,DB00957,train
drug,2,DB00958,train
drug,2,DB00959,train
drug,2,DB00960,train
drug,2,DB00962,train
drug,2,DB00963,train
drug,2,DB00968,train
drug,2,DB00969,train
drug,2,DB00970,train
drug,2,DB00972,train
drug,2,DB00973,train
drug,2,DB00974,train
drug,2,DB00975,train
drug,2,DB00976,train
drug,2,DB00977,train
drug,2,DB00978,train
drug,2,DB00979,train
drug,2,DB00980,train
drug,2,DB00981,train
drug,2,DB00982,train
drug,2,DB00983,train
drug,2,DB00986,train
drug,2,DB00987,train
drug,2,DB00988,train
drug,2,DB00989,train
drug,2,DB00991,train
drug,2,DB00996,train
drug,2,DB00997,train
drug,2,DB00998,train
drug,2,DB00999,train
drug,2,DB01001,train
drug,2,DB01002,train
drug,2,DB01005,train
drug,2,DB01006,train
drug,2,DB01007,train
drug,2,DB01008,train
drug,2,DB01009,train
drug,2,DB01010,train
drug,2,DB01011,train
drug,2,DB01012,train
drug,2,DB01015,train
