drug_id,split,training_ddi_degree,probe_prediction
DB01132,train,243.0,235.5997
DB01133,train,81.0,153.5798
DB01135,train,32.0,16.246918
DB01136,test,0.0,184.72348
DB01137,test,0.0,202.06717
DB01138,test,0.0,231.29591
DB01139,other,0.0,72.0925
DB01140,train,3.0,65.66599
DB01141,other,0.0,36.903732
DB01142,train,411.0,229.04108
DB01143,train,151.0,182.29266
DB01144,other,0.0,104.16805
DB01147,train,20.0,147.59485
DB01149,test,0.0,336.1001
DB01150,train,1.0,6.4833984
DB01151,train,446.0,227.66635
DB01153,other,0.0,71.39904
DB01154,train,360.0,253.6572
DB01155,other,0.0,29.064621
DB01156,other,0.0,259.9853
DB01157,train,53.0,36.240944
DB01158,train,175.0,184.22981
DB01159,train,366.0,352.0694
DB01160,other,0.0,169.17653
DB01161,other,0.0,346.0266
DB01162,train,190.0,179.58167
DB01164,train,69.0,21.33406
DB01165,train,116.0,192.50174
DB01166,other,0.0,182.78165
DB01167,train,452.0,236.39413
DB01168,train,267.0,162.29646
DB01169,train,261.0,186.34265
DB01170,train,107.0,128.68393
DB01171,train,370.0,244.85117
DB01172,test,0.0,150.13226
DB01173,other,0.0,253.91165
DB01174,train,646.0,310.06836
DB01175,train,372.0,333.2818
DB01176,train,196.0,197.78601
DB01177,train,185.0,189.17068
DB01178,train,189.0,118.55209
DB01179,train,77.0,136.18011
DB01180,train,176.0,102.548706
DB01181,train,128.0,185.59587
DB01182,test,0.0,227.54321
DB01183,train,70.0,189.59128
DB01184,train,184.0,212.1536
DB01185,test,0.0,142.26086
DB01186,train,221.0,199.85538
DB01188,train,47.0,124.10764
DB01189,train,321.0,351.95825
DB01190,train,75.0,180.39417
DB01191,train,57.0,168.34842
DB01192,train,326.0,266.68597
DB01193,train,321.0,181.79587
DB01194,train,63.0,122.8831
DB01195,other,0.0,463.49493
DB01196,train,134.0,132.20796
DB01197,train,319.0,211.56462
DB01198,train,268.0,220.40118
DB01199,train,167.0,110.518326
DB01200,train,413.0,237.2684
DB01201,test,0.0,223.65805
DB01202,train,194.0,165.4903
DB01203,train,289.0,269.10434
DB01204,train,51.0,185.18462
DB01205,test,0.0,217.96596
DB01206,train,72.0,170.46353
DB01207,train,39.0,-30.505676
DB01208,train,145.0,152.8389
DB01209,train,266.0,194.59137
DB01210,train,240.0,164.85413
DB01211,test,0.0,213.70247
DB01212,train,10.0,63.253647
DB01213,train,1.0,184.66307
DB01214,train,275.0,208.41751
DB01215,train,239.0,246.66034
DB01216,train,53.0,167.7845
DB01217,train,30.0,169.23232
DB01218,train,111.0,109.423004
DB01219,train,236.0,236.475
DB01220,train,235.0,112.676285
DB01221,train,275.0,248.931
DB01222,train,175.0,188.42215
DB01223,train,159.0,185.4657
DB01224,train,433.0,225.39194
DB01226,test,0.0,-106.303925
DB01227,train,308.0,255.9057
DB01228,test,0.0,384.57855
DB01229,train,369.0,196.63908
DB01232,other,0.0,264.51138
DB01233,train,229.0,209.68474
DB01234,train,231.0,199.97269
DB01235,train,329.0,277.2911
DB01236,test,0.0,383.11816
DB01238,train,439.0,232.18806
DB01239,train,227.0,275.92606
DB01240,train,280.0,213.1932
DB01241,train,230.0,253.31505
DB01242,test,0.0,216.69525
DB01243,test,0.0,125.64606
DB01244,train,264.0,228.01437
DB01245,train,119.0,92.07193
DB01246,train,79.0,100.1794
DB01247,other,0.0,135.63354
DB01248,train,245.0,121.88751
DB01249,train,1.0,-31.521622
DB01250,train,250.0,187.09035
DB01251,train,121.0,155.0539
DB01252,other,0.0,124.99713
DB01253,train,323.0,205.71352
DB01254,other,0.0,203.28961
DB01255,other,0.0,18.259949
DB01256,train,54.0,50.292862
DB01259,other,0.0,149.76253
DB01260,other,0.0,103.02753
DB01261,train,214.0,215.0102
DB01262,train,8.0,-4.0497894
DB01263,train,443.0,211.19827
DB01264,train,466.0,429.8574
DB01267,train,324.0,236.73949
DB01268,other,0.0,177.84102
DB01273,other,0.0,313.87146
DB01274,train,168.0,174.46277
DB01275,other,0.0,179.99371
DB01280,test,0.0,-96.33511
DB01282,train,129.0,190.72456
DB01283,train,275.0,161.31064
DB01284,test,0.0,74.35806
DB01288,train,85.0,92.83064
DB01289,test,0.0,111.89323
DB01291,train,60.0,107.02051
DB01294,train,2.0,51.606445
DB01295,train,144.0,144.77557
DB01296,other,0.0,143.28091
DB01297,train,144.0,141.75232
DB01298,train,1.0,-7.9157104
DB01299,test,0.0,162.19637
DB01301,train,15.0,68.15738
DB01303,train,19.0,76.04109
DB01319,train,406.0,502.70288
DB01320,train,612.0,645.5254
DB01321,train,67.0,88.99158
DB01324,train,309.0,216.28682
DB01325,train,225.0,153.3898
DB01326,test,0.0,17.815384
DB01327,train,6.0,99.51664
DB01328,train,3.0,33.7014
DB01329,train,3.0,36.429977
DB01330,test,0.0,93.29692
DB01331,test,0.0,15.730835
DB01332,train,3.0,21.86139
DB01333,train,5.0,64.347595
DB01336,train,32.0,-64.81253
DB01337,train,111.0,21.859955
DB01338,test,0.0,-93.47371
DB01339,train,115.0,100.32736
DB01340,train,284.0,378.86407
DB01345,other,0.0,382.17862
DB01348,train,217.0,229.9715
DB01349,train,123.0,135.14316
DB01351,train,329.0,225.7878
DB01353,train,189.0,194.33623
DB01355,other,0.0,366.79404
DB01356,other,0.0,59.89627
DB01357,train,179.0,168.45975
DB01359,train,304.0,271.85538
DB01362,train,1.0,-1.0508118
DB01364,train,49.0,63.11196
DB01365,train,177.0,135.24739
DB01366,train,85.0,140.39148
DB01367,train,319.0,204.37622
DB01369,train,16.0,36.36592
DB01370,train,107.0,141.6737
DB01377,train,147.0,85.4365
DB01378,test,0.0,382.17862
DB01380,test,0.0,146.857
DB01384,train,180.0,132.29694
DB01390,train,102.0,90.78671
DB01392,test,0.0,238.0696
DB01393,train,82.0,188.07986
DB01394,other,0.0,209.5199
DB01395,train,166.0,174.72256
DB01396,other,0.0,183.34248
DB01397,test,0.0,180.30148
DB01399,train,201.0,192.7124
DB01400,train,101.0,82.03946
DB01401,train,201.0,192.7124
DB01403,test,0.0,270.6231
DB01406,train,79.0,148.27539
DB01407,train,102.0,61.883797
DB01408,train,45.0,132.97156
DB01409,train,160.0,188.03134
DB01410,test,0.0,102.34485
DB01411,test,0.0,222.98991
DB01412,train,42.0,179.20833
DB01413,test,0.0,-87.78061
DB01414,train,4.0,50.097595
DB01415,train,1.0,46.785843
DB01416,train,19.0,142.9104
DB01418,test,0.0,142.34656
DB01420,train,75.0,81.62934
DB01421,train,100.0,31.010834
DB01422,train,47.0,130.12366
DB01423,train,6.0,85.4365
DB01424,other,0.0,264.81894
DB01426,other,0.0,127.30998
DB01427,train,67.0,155.29935
DB01429,train,45.0,84.206635
DB01431,train,67.0,99.70897
DB01433,train,265.0,214.56354
DB01435,train,326.0,194.96635
DB01436,train,3.0,131.4224
DB01437,train,191.0,164.78668
DB01438,test,0.0,111.69229
DB01440,train,189.0,186.37653
DB01452,other,0.0,290.0877
DB01463,other,0.0,94.61084
DB01466,train,327.0,425.24658
DB01489,train,7.0,120.05792
DB01501,other,0.0,214.56354
DB01511,train,10.0,120.05792
DB01544,train,271.0,203.74939
DB01545,train,189.0,120.05792
DB01551,test,0.0,370.3767
DB01553,test,0.0,120.05792
DB01558,train,255.0,330.94073
DB01559,train,87.0,145.0741
DB01563,train,192.0,110.151794
DB01567,train,193.0,180.18488
DB01575,train,7.0,85.4365
DB01576,other,0.0,179.06241
DB01577,train,211.0,234.64331
DB01578,train,99.0,85.4365
DB01579,train,0.0,106.412094
DB01580,other,0.0,237.17998
DB01581,train,2.0,124.025406
DB01582,train,1.0,168.39195
DB01583,train,50.0,99.605255
DB01586,train,15.0,118.91083
DB01587,train,245.0,371.40143
DB01588,train,235.0,177.2622
DB01589,train,289.0,157.6004
DB01590,other,0.0,143.78323
DB01591,train,190.0,176.13979
DB01592,train,53.0,40.350098
DB01595,test,0.0,223.01466
DB01597,train,45.0,93.24075
DB01598,train,3.0,133.61848
DB01599,train,1.0,127.61925
DB01600,train,201.0,192.7124
DB01601,train,507.0,348.40247
DB01602,train,20.0,-43.99829
DB01603,train,20.0,12.91098
DB01604,train,20.0,5.914612
DB01605,train,20.0,5.914612
DB01606,train,20.0,120.94928
DB01607,train,20.0,-30.079086
DB01608,other,0.0,55.54146
DB01609,test,0.0,167.93648
DB01610,train,9.0,59.931046
DB01611,test,0.0,191.6892
DB01612,train,131.0,196.9737
DB01613,other,0.0,232.6181
DB01614,other,0.0,143.24283
DB01615,train,251.0,134.49567
DB01618,train,214.0,186.6561
DB01619,test,0.0,-27.901031
DB01620,train,7.0,-49.512024
DB01621,train,308.0,306.76086
DB01622,train,112.0,55.24626
DB01623,train,260.0,254.50165
DB01624,other,0.0,236.59506
DB01626,test,0.0,212.72873
DB01627,other,0.0,151.98555
DB01628,other,0.0,209.45381
DB01656,train,99.0,91.98194
DB01685,other,0.0,186.26129
DB01708,train,169.0,134.34157
DB01764,train,15.0,15.348389
DB01878,other,0.0,280.19873
DB02187,train,139.0,210.77008
DB02300,train,30.0,-42.417755
DB02513,train,47.0,85.4365
DB02546,train,75.0,139.72089
DB02638,other,0.0,289.72513
DB02659,train,30.0,146.46808
DB02701,test,0.0,159.53464
DB02703,train,350.0,324.395
DB02709,train,255.0,166.40372
DB02959,other,0.0,198.10063
DB03128,train,77.0,80.18857
DB03585,test,0.0,100.3443
DB03615,train,100.0,110.22461
DB03619,train,29.0,23.10962
DB03754,test,0.0,148.40154
DB03756,test,0.0,133.75864
DB03793,test,0.0,153.49475
DB03796,train,13.0,71.85202
DB04272,test,0.0,151.26537
DB04339,train,12.0,114.61235
DB04398,other,0.0,168.37643
DB04552,train,201.0,186.34705
DB04570,other,0.0,-65.40469
DB04571,train,0.0,141.92006
DB04572,other,0.0,140.87994
DB04573,other,0.0,139.47177
DB04574,train,244.0,117.84557
DB04575,other,0.0,167.88797
DB04576,train,141.0,220.33601
DB04711,other,0.0,122.65106
DB04743,train,282.0,178.37
DB04786,train,8.0,137.02744
DB04794,train,62.0,140.53252
DB04835,train,57.0,17.183578
DB04839,train,165.0,187.42416
DB04840,train,142.0,115.94035
DB04841,train,316.0,236.37701
DB04842,train,213.0,195.22466
DB04844,train,291.0,273.21942
DB04845,train,62.0,109.55727
DB04846,other,0.0,207.0079
DB04854,train,4.0,163.7138
DB04855,test,0.0,147.21277
DB04861,train,336.0,251.26213
DB04865,train,69.0,-8.846222
DB04868,train,488.0,196.58084
DB04871,other,0.0,213.91249
DB04876,test,0.0,175.55402
DB04878,test,0.0,9.382263
DB04894,train,10.0,87.77194
DB04896,other,0.0,399.94388
DB04898,train,175.0,208.31879
DB04908,train,248.0,288.41934
DB04911,test,0.0,220.38274
DB04918,train,3.0,-17.796448
DB04920,train,227.0,197.51926
DB04930,other,0.0,241.10431
DB04938,train,106.0,94.749054
DB04946,train,356.0,278.82825
DB04948,train,184.0,183.58238
DB04951,train,225.0,161.25323
DB04953,other,0.0,21.229752
DB04967,train,1.0,-29.70691
DB05015,train,12.0,177.35277
DB05039,train,170.0,144.54456
DB05109,train,126.0,245.9971
DB05219,train,164.0,337.1865
DB05239,train,56.0,145.89313
DB05245,test,0.0,66.46893
DB05246,train,214.0,141.12396
DB05260,train,13.0,17.835236
DB05265,test,0.0,-88.84238
DB05266,train,40.0,142.40437
DB05271,train,349.0,282.44458
DB05294,train,153.0,167.75949
DB05316,train,6.0,155.9554
DB05351,train,92.0,35.443832
DB05381,train,92.0,126.65403
DB05521,train,414.0,425.16016
DB05528,train,7.0,-17.030334
DB05541,test,0.0,890.76654
DB05630,train,1.0,-15.420349
DB05676,train,257.0,198.27933
DB05812,train,344.0,396.2047
DB05990,test,0.0,273.7483
DB06016,train,129.0,197.75584
DB06144,other,0.0,199.7858
DB06145,train,66.0,30.942245
DB06147,train,1.0,152.60158
DB06148,other,0.0,226.78815
DB06150,train,1.0,171.3542
DB06152,train,42.0,21.040497
DB06153,train,199.0,173.60678
DB06154,other,0.0,255.51752
DB06155,other,0.0,170.65372
DB06176,train,83.0,167.80722
DB06193,train,7.0,-28.511917
DB06196,test,0.0,-49.601624
DB06201,train,183.0,178.0503
DB06202,train,1.0,114.69248
DB06203,train,220.0,212.56586
DB06204,test,0.0,279.50983
DB06206,train,19.0,85.4365
DB06207,train,243.0,169.30563
DB06209,train,131.0,149.2844
DB06210,train,119.0,28.769653
DB06211,test,0.0,38.01117
DB06212,other,0.0,322.95358
DB06213,other,0.0,55.72226
DB06216,train,351.0,271.91013
DB06217,train,45.0,149.24995
DB06218,train,57.0,209.47751
DB06228,train,187.0,201.8703
DB06237,train,149.0,192.12912
DB06243,train,7.0,93.979355
DB06261,other,0.0,-31.521622
DB06262,train,72.0,92.587135
DB06263,train,103.0,64.15428
DB06264,other,0.0,142.70816
DB06267,train,147.0,205.7541
DB06268,test,0.0,241.74219
DB06274,train,21.0,108.20703
DB06282,train,240.0,68.69241
DB06287,train,134.0,175.7573
DB06288,train,216.0,244.29048
DB06290,train,418.0,370.45715
DB06292,train,247.0,348.06302
DB06335,train,248.0,189.34064
DB06401,train,6.0,19.335938
DB06402,train,109.0,80.33502
DB06403,other,0.0,140.9863
DB06410,test,0.0,82.44554
DB06412,train,76.0,175.60094
DB06413,train,111.0,217.42484
DB06414,train,293.0,304.74277
DB06441,train,39.0,139.83246
DB06480,train,153.0,120.536896
DB06589,test,0.0,174.34608
DB06594,other,0.0,432.3675
DB06595,test,0.0,180.00998
DB06603,train,255.0,182.53177
DB06605,train,226.0,190.4617
DB06616,train,273.0,183.05429
DB06626,train,86.0,139.9554
DB06636,other,0.0,142.99686
DB06637,train,6.0,127.14333
DB06654,other,0.0,137.1398
DB06663,train,100.0,82.22423
DB06684,train,158.0,176.12428
DB06689,train,3.0,-9.239197
DB06690,test,0.0,85.4365
DB06691,test,0.0,229.20306
DB06694,other,0.0,130.26257
DB06695,train,272.0,163.60309
DB06696,other,0.0,281.30743
DB06697,test,0.0,210.0352
DB06698,train,74.0,-3.586853
DB06699,train,53.0,107.51216
DB06700,other,0.0,204.22629
DB06701,train,87.0,109.75426
DB06702,other,0.0,153.77937
DB06704,train,68.0,128.35312
DB06706,train,12.0,-95.69806
DB06707,train,38.0,132.956
DB06708,train,256.0,230.71138
DB06709,test,0.0,146.59631
DB06710,train,125.0,156.70682
DB06711,train,41.0,171.62744
DB06712,train,261.0,210.37463
DB06713,train,48.0,81.18425
DB06715,train,7.0,-56.27063
DB06716,other,0.0,51.306915
DB06717,train,377.0,358.7961
DB06718,train,62.0,106.9498
DB06723,test,0.0,85.4365
DB06724,test,0.0,85.4365
DB06725,train,244.0,214.82146
DB06729,test,0.0,242.87445
DB06730,other,0.0,226.2482
DB06736,train,244.0,300.05295
DB06737,train,244.0,205.49481
DB06738,other,0.0,412.20197
DB06739,test,0.0,220.78142
DB06742,other,0.0,142.8688
DB06764,train,37.0,22.892807
DB06766,train,7.0,-75.83716
DB06767,train,33.0,85.4365
DB06769,train,27.0,66.84375
DB06770,other,0.0,190.36774
DB06771,train,8.0,-67.85373
DB06772,train,232.0,117.23053
DB06774,train,17.0,189.50545
DB06777,train,66.0,93.433105
DB06781,train,139.0,101.688416
DB06782,train,2.0,156.73967
DB06786,train,139.0,135.72667
DB06788,other,0.0,325.1261
DB06789,train,94.0,124.07164
DB06791,train,69.0,39.246613
DB06792,train,30.0,85.4365
DB06794,train,7.0,-39.32805
DB06795,other,0.0,213.90375
DB06799,train,21.0,25.461731
DB06800,other,0.0,74.004944
DB06802,test,0.0,145.32492
DB06803,train,48.0,152.8915
DB06804,train,1.0,139.68845
DB06810,train,103.0,85.4365
DB06813,other,0.0,18.591125
DB06816,train,1.0,55.43985
DB06817,train,23.0,-31.736496
DB06819,other,0.0,124.84935
DB06820,test,0.0,183.08737
DB06824,train,16.0,-46.800964
DB06825,test,0.0,71.35046
DB06826,test,0.0,85.4365
DB06827,train,1.0,44.408447
DB07615,train,289.0,177.44359
DB08439,train,288.0,198.35768
DB08795,test,0.0,-29.371796
DB08796,test,0.0,85.4365
DB08797,train,201.0,85.4365
DB08798,other,0.0,39.882362
DB08799,other,0.0,150.15378
DB08800,test,0.0,134.49567
DB08801,train,7.0,-5.4533997
DB08802,train,7.0,134.49567
DB08804,train,62.0,58.742485
DB08806,train,26.0,0.2861328
DB08807,train,162.0,212.84283
DB08808,train,249.0,219.66064
DB08811,test,0.0,-118.87787
DB08814,train,39.0,26.934021
DB08815,train,290.0,225.17224
DB08816,train,228.0,225.45044
DB08819,train,50.0,120.54376
DB08820,other,0.0,215.15222
DB08822,other,0.0,343.23987
DB08824,train,21.0,71.30621
DB08826,train,16.0,167.5149
DB08827,train,80.0,115.60593
DB08828,train,87.0,150.98357
DB08860,other,0.0,386.09943
DB08864,other,0.0,305.73843
DB08865,train,441.0,209.14035
DB08867,train,82.0,60.06376
DB08868,train,221.0,110.52686
DB08869,other,0.0,251.42474
DB08871,train,53.0,61.14354
DB08872,train,189.0,194.72638
DB08873,other,0.0,274.48404
DB08874,train,21.0,-18.073563
DB08875,other,0.0,165.01431
DB08877,test,0.0,132.67657
DB08880,train,393.0,149.02527
DB08881,train,550.0,216.29858
DB08882,train,165.0,171.14911
DB08883,train,242.0,347.23724
DB08884,train,2.0,-110.48059
DB08887,test,0.0,85.4365
DB08889,train,11.0,141.80818
DB08893,train,258.0,166.7905
DB08895,train,177.0,146.06181
DB08896,test,0.0,196.35898
DB08897,test,0.0,11.007751
DB08899,train,405.0,264.02805
DB08901,train,118.0,157.81593
DB08903,other,0.0,134.51495
DB08905,other,0.0,49.147736
DB08906,train,169.0,143.55121
DB08907,test,0.0,224.16487
DB08908,train,6.0,2.4208221
DB08909,train,53.0,-38.802063
DB08910,train,254.0,278.6958
DB08911,other,0.0,147.77505
DB08912,train,466.0,224.94241
DB08913,other,0.0,85.4365
DB08916,train,163.0,144.25877
DB08918,train,386.0,423.59003
DB08922,train,287.0,308.71475
DB08930,train,37.0,101.08539
DB08931,train,254.0,191.18504
DB08932,train,165.0,225.35417
DB08933,other,0.0,96.47131
DB08934,train,35.0,-22.756104
DB08938,test,0.0,85.4365
DB08941,train,159.0,85.4365
DB08943,test,0.0,-227.46509
DB08947,other,0.0,-186.0282
DB08954,train,42.0,-93.09955
DB08957,train,16.0,85.4365
DB08958,train,47.0,85.4365
DB08964,train,50.0,38.59973
DB08965,train,1.0,85.4365
DB08967,train,7.0,85.4365
DB08970,train,139.0,104.3631
DB08971,test,0.0,104.3631
DB08974,train,1.0,85.4365
DB08976,train,201.0,85.4365
DB08981,train,201.0,192.7124
DB08983,train,15.0,85.4365
DB08984,train,201.0,88.17859
DB08987,train,189.0,239.8482
DB08991,other,0.0,85.4365
DB08992,train,70.0,147.69357
DB08993,test,0.0,85.4365
DB08994,train,34.0,85.4365
DB08996,train,1.0,16.450195
DB09000,other,0.0,296.37262
DB09008,train,3.0,139.27368
DB09009,train,209.0,308.77618
DB09014,other,0.0,104.58319
DB09015,train,22.0,42.443893
DB09017,train,189.0,274.8075
DB09018,train,1.0,17.631454
DB09020,other,0.0,207.21568
DB09021,test,0.0,85.4365
DB09026,train,261.0,220.97626
DB09027,train,168.0,4.72641
DB09030,train,60.0,109.798134
DB09031,train,53.0,101.80831
DB09034,train,226.0,325.84308
DB09038,train,224.0,225.11305
DB09039,train,256.0,221.94437
DB09040,train,53.0,78.675156
DB09041,train,47.0,99.334946
DB09042,train,100.0,112.54723
DB09047,train,1.0,19.10736
DB09048,other,0.0,123.545654
DB09049,train,185.0,238.13345
DB09053,other,0.0,175.40839
DB09054,train,396.0,208.2866
DB09055,train,11.0,59.283302
DB09060,train,1.0,21.708908
DB09061,test,0.0,156.0046
DB09063,train,488.0,194.01959
DB09065,other,0.0,54.887383
DB09067,train,35.0,8.068939
DB09068,train,311.0,311.78302
DB09069,test,0.0,130.00502
DB09070,train,173.0,182.60858
DB09071,other,0.0,307.16534
DB09072,train,191.0,132.9361
DB09073,train,371.0,223.00148
DB09074,other,0.0,211.23935
DB09075,train,257.0,118.188446
DB09076,train,123.0,109.58267
DB09078,train,153.0,174.9704
DB09079,other,0.0,135.93686
DB09080,train,155.0,117.59198
DB09082,test,0.0,148.47949
DB09083,train,130.0,174.5179
DB09084,other,0.0,262.52615
DB09085,train,189.0,234.90369
DB09087,test,0.0,18.91095
DB09090,train,67.0,-3.3157806
DB09091,train,139.0,162.2807
DB09093,train,58.0,168.1731
DB09094,train,7.0,85.4365
DB09095,train,139.0,82.954895
DB09096,train,1.0,153.2817
DB09097,other,0.0,8.231277
DB09099,test,0.0,145.03192
DB09101,train,69.0,123.57764
DB09102,train,70.0,119.46977
DB09104,train,147.0,85.4365
DB09112,train,140.0,202.64609
DB09117,train,192.0,175.16376
DB09118,train,531.0,407.93124
DB09119,train,121.0,238.72708
DB09120,other,0.0,390.85596
DB09123,test,0.0,36.283287
DB09124,train,21.0,106.436325
DB09125,train,22.0,85.4365
DB09128,train,295.0,197.53964
DB09130,train,1.0,100.624466
DB09134,train,1.0,42.443893
DB09135,train,1.0,-31.521622
DB09137,train,2.0,37.321564
DB09138,other,0.0,85.4365
DB09143,test,0.0,46.390503
DB09146,other,0.0,85.4365
DB09147,train,41.0,29.441536
DB09153,train,0.0,66.561005
DB09154,train,1.0,48.84088
DB09156,other,0.0,-145.13074
DB09161,train,3.0,154.23236
DB09162,other,0.0,85.4365
DB09166,train,249.0,318.92834
DB09167,train,362.0,384.17117
DB09183,train,105.0,109.56029
DB09185,train,1.0,183.5998
DB09198,train,230.0,294.86438
DB09204,other,0.0,184.53503
DB09209,other,0.0,382.9383
DB09210,train,2.0,113.00627
DB09211,test,0.0,43.58551
DB09212,train,201.0,159.76106
DB09214,train,85.0,100.01991
DB09215,other,0.0,192.7124
DB09216,train,265.0,132.72914
DB09218,other,0.0,85.4365
DB09220,train,198.0,129.42786
DB09221,train,1.0,120.72019
DB09223,test,0.0,177.49507
DB09224,train,214.0,239.85895
DB09225,train,214.0,329.00696
DB09227,other,0.0,235.33981
DB09230,train,67.0,43.62683
DB09231,other,0.0,522.4339
DB09232,train,180.0,212.79308
DB09235,train,237.0,132.35016
DB09236,train,218.0,205.48912
DB09238,other,0.0,181.60416
DB09241,train,239.0,239.2092
DB09242,train,178.0,205.89923
DB09244,train,221.0,283.0765
DB09245,train,214.0,172.89732
DB09256,train,18.0,181.92151
DB09257,train,3.0,119.76067
DB09262,train,53.0,75.313225
DB09265,train,2.0,19.45929
DB09267,test,0.0,-31.521622
DB09268,train,111.0,105.76652
DB09269,train,44.0,27.577698
DB09270,other,0.0,386.62128
DB09272,other,0.0,122.73697
DB09273,train,31.0,174.39856
DB09274,train,38.0,151.21916
DB09275,train,111.0,96.56441
DB09276,train,12.0,6.720886
DB09277,train,6.0,85.4365
DB09278,train,2.0,85.4365
DB09279,train,184.0,204.52136
DB09280,train,486.0,380.40652
DB09281,test,0.0,85.4365
DB09282,train,88.0,65.06482
DB09283,train,39.0,-57.605713
DB09285,train,50.0,128.72491
DB09286,train,306.0,284.4068
DB09288,other,0.0,377.12064
DB09289,train,119.0,183.302
DB09290,train,51.0,16.288086
DB09291,train,245.0,195.38269
DB09292,train,184.0,238.09595
DB09293,other,0.0,85.4365
DB09295,train,50.0,60.30121
DB09296,train,43.0,88.897896
DB09297,test,0.0,70.27933
DB09300,test,0.0,27.952179
DB09320,other,0.0,-171.72577
DB09321,train,1.0,85.4365
DB09322,train,1.0,85.4365
DB09323,train,20.0,85.4365
DB09324,train,20.0,110.709915
DB09330,train,396.0,201.02307
DB09338,other,0.0,291.05258
DB09342,test,0.0,354.86517
DB09343,train,27.0,-38.487183
DB09345,other,0.0,174.35712
DB09352,train,163.0,128.1323
DB09389,test,0.0,91.43338
DB09396,train,55.0,85.4365
DB09414,other,0.0,85.4365
DB09449,train,121.0,156.52039
DB09462,train,13.0,175.06091
DB09477,train,271.0,258.66168
DB09488,train,7.0,-75.83716
DB09499,train,1.0,85.42001
DB09516,test,0.0,39.694534
DB09536,other,0.0,-785.05585
DB09543,train,118.0,122.191956
DB09555,train,91.0,131.53435
DB09561,train,17.0,85.4365
DB09570,test,0.0,109.348076
DB11079,train,118.0,192.7124
DB11093,train,69.0,87.269035
DB11106,train,22.0,85.4365
DB11121,test,0.0,85.4365
DB11126,test,0.0,85.4365
DB11135,test,0.0,185.72797
DB11136,train,1.0,-105.016785
DB11148,test,0.0,180.11624
DB11156,other,0.0,-35.316406
DB11231,train,7.0,-80.91928
DB11235,other,0.0,293.41922
DB11239,other,0.0,85.4365
DB11254,other,0.0,-644.0959
DB11256,train,8.0,104.2162
DB11268,other,0.0,301.9339
DB11315,train,78.0,101.10248
DB11342,train,1.0,85.4365
DB11348,train,69.0,94.64159
DB11362,train,194.0,200.91794
DB11363,train,20.0,120.85618
DB11560,train,47.0,115.36891
DB11574,train,65.0,136.7672
DB11575,other,0.0,149.32002
DB11581,train,63.0,119.248604
DB11586,test,0.0,254.51114
DB11596,train,7.0,127.41177
DB11609,train,265.0,85.4365
DB11610,train,0.0,85.4365
DB11613,test,0.0,209.5598
DB11614,test,0.0,389.33658
DB11619,train,15.0,122.542015
DB11633,train,6.0,132.73674
DB11636,other,0.0,175.90723
DB11641,train,11.0,85.07624
DB11660,test,0.0,238.46625
DB11691,train,1.0,265.12762
DB11699,train,38.0,175.36713
DB11730,train,76.0,133.54514
DB11737,other,0.0,152.8981
DB11793,train,7.0,134.59125
DB11817,test,0.0,144.91412
DB11828,train,53.0,150.13881
DB11915,train,84.0,160.90015
DB11921,other,0.0,51.24164
DB11943,train,6.0,79.47419
DB11989,train,6.0,90.835396
DB11994,train,2.0,201.96974
DB12001,train,68.0,141.99518
DB12026,train,92.0,83.21182
DB12070,train,62.0,88.424194
DB12161,train,91.0,127.76369
DB12267,train,91.0,168.14604
DB12278,train,78.0,229.91896
DB12332,train,494.0,239.35143
DB12364,train,59.0,118.990585
DB12483,train,56.0,129.86133
DB12532,train,189.0,313.31787
DB12598,train,272.0,193.18655
DB12924,other,0.0,-99.48834
DB13025,test,0.0,177.29214
DB13139,test,0.0,134.66116
DB13142,train,69.0,85.4365
DB13145,other,0.0,85.4365
DB13146,other,0.0,114.52406
DB13153,train,2.0,37.321564
DB13158,other,0.0,16.473328
DB13167,test,0.0,143.39342
DB13179,train,78.0,151.6941
DB13231,train,69.0,85.4365
DB13323,train,195.0,85.4365
DB13450,train,32.0,85.4365
DB13595,train,107.0,85.4365
DB13747,test,0.0,85.4365
DB13783,test,0.0,107.06021
DB13872,other,0.0,120.05792
DB13873,train,15.0,98.73412
DB13874,train,147.0,100.65944
DB13878,train,19.0,16.59552
DB13879,test,0.0,317.30145
DB13925,train,4.0,-61.632935
